time_us,engine_rpm,wheel_rpm,secondary_rpm,sheave_position,sheave_setpoint,pwm,brake_position,kp_term,ki_term,kd_term
9196849, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
9399881, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
9601815, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
9812818, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
10015767, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
10217871, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
10420820, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
10623856, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
10826892, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
11029755, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
11231969, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
11434964, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
11637913, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
11840950, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
12043895, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
12245890, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
12448875, 0.000000, 0.000000, 0.000000, -96.000000, -90.000000, 17.771999, 0.000000, 9.000000, 2.772000, 6.000000
12651821, 0.000000, 0.000000, 0.000000, -93.000000, -90.000000, 5.304000, 0.000000, 4.500000, 6.804000, -6.000000
12854770, 0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 9.438000, 0.000000, 1.500000, 7.938000, 0.000000
13057941, 0.000000, 0.000000, 0.000000, -91.000000, -90.000000, 10.278000, 0.000000, 1.500000, 8.778000, 0.000000
13261925, 0.000000, 0.000000, 0.000000, -86.000000, -90.000000, 1.000000, 0.000000, -6.000000, 8.484000, -18.000001
13462921, 0.000000, 0.000000, 0.000000, -75.000000, -90.000000, -18.666000, 0.000000, -22.500000, 0.084000, -12.000000
13673827, 0.000000, 0.000000, 0.000000, -72.000000, -90.000000, 1.000000, 0.000000, -27.000000, 0.000000, 6.000000
13876863, 0.000000, 0.000000, 0.000000, -72.000000, -90.000000, 1.000000, 0.000000, -27.000000, 0.000000, 0.000000
14079815, 0.000000, 0.000000, 0.000000, -71.000000, -90.000000, 1.000000, 0.000000, -28.500000, 0.000000, 0.000000
14282214, 0.000000, 0.000000, 0.000000, -62.000000, -90.000000, -24.600000, 0.000000, -42.000000, 0.000000, -12.000000
14492828, 0.000000, 0.000000, 0.000000, -59.000000, -90.000000, 1.000000, 0.000000, -46.500000, 0.000000, 12.000000
14695807, 0.000000, 0.000000, 0.000000, -58.000000, -90.000000, 1.000000, 0.000000, -48.000000, 0.000000, 6.000000
14898844, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, 1.000000, 0.000000, -49.500000, 0.000000, 6.000000
15101805, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, 1.000000, 0.000000, -49.500000, 0.000000, 6.000000
15304567, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, -8.850000, 0.000000, -49.500000, 0.000000, 6.000000
15517819, 0.000000, 0.000000, 0.000000, -60.000000, -90.000000, -7.500000, 0.000000, -45.000000, 0.000000, 6.000000
15720862, 0.000000, 0.000000, 0.000000, -59.000000, -90.000000, -19.950001, 0.000000, -46.500000, 0.000000, -6.000000
15923853, 0.000000, 0.000000, 0.000000, -53.000000, -90.000000, -28.650000, 0.000000, -55.500000, 0.000000, -12.000000
16135019, 0.000000, 0.000000, 0.000000, -51.000000, -90.000000, -11.550000, 0.000000, -58.500000, 0.000000, 6.000000
16337969, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, -14.850000, 0.000000, -49.500000, 0.000000, 0.000000
16540908, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -15.300000, 0.000000, -51.000000, 0.000000, 0.000000
16743556, 0.000000, 0.000000, 0.000000, -59.000000, -90.000000, 1.000000, 0.000000, -46.500000, 0.000000, 12.000000
16956844, 0.000000, 0.000000, 0.000000, -63.000000, -90.000000, -12.150000, 0.000000, -40.500000, 0.000000, 0.000000
17160010, 0.000000, 0.000000, 0.000000, -63.000000, -90.000000, -12.150000, 0.000000, -40.500000, 0.000000, 0.000000
17362949, 0.000000, 0.000000, 0.000000, -63.000000, -90.000000, -12.150000, 0.000000, -40.500000, 0.000000, 0.000000
17573878, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
17776858, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
17979742, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
18192882, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
18395863, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
18606827, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
18809877, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
19012927, 0.000000, 0.000000, 0.000000, -65.000000, -90.000000, -11.250000, 0.000000, -37.500000, 0.000000, 0.000000
