, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
649872, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
850887, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1052788, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1253554, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1466561, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1668890, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1869893, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2071888, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2272842, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, 1.000000, 0.000000, -1.500000, 0.000000, -6.000000
2475878, 0.000000, 0.000000, 0.000000, -86.000000, -90.000000, 1.000000, 0.000000, -6.000000, 0.000000, 0.000000
2677752, 0.000000, 0.000000, 0.000000, -83.000000, -90.000000, 1.000000, 0.000000, -10.500000, 0.000000, 0.000000
2878788, 0.000000, 0.000000, 0.000000, -83.000000, -90.000000, 1.000000, 0.000000, -10.500000, 0.000000, 0.000000
3081298, 0.000000, 0.000000, 0.000000, -83.000000, -90.000000, 1.000000, 0.000000, -10.500000, 0.000000, 0.000000
3291838, 0.000000, 0.000000, 0.000000, -82.000000, -90.000000, 1.000000, 0.000000, -12.000000, 0.000000, -6.000000
3493833, 0.000000, 0.000000, 0.000000, -79.000000, -90.000000, 1.000000, 0.000000, -16.500000, 0.000000, -6.000000
3694875, 0.000000, 0.000000, 0.000000, -77.000000, -90.000000, 1.000000, 0.000000, -19.500000, 0.000000, 0.000000
3897911, 0.000000, 0.000000, 0.000000, -77.000000, -90.000000, 1.000000, 0.000000, -19.500000, 0.000000, 0.000000
4099907, 0.000000, 0.000000, 0.000000, -77.000000, -90.000000, 1.000000, 0.000000, -19.500000, 0.000000, 0.000000
4300923, 0.000000, 0.000000, 0.000000, -73.000000, -90.000000, 1.000000, 0.000000, -25.500000, 0.000000, -6.000000
4503772, 0.000000, 0.000000, 0.000000, -70.000000, -90.000000, 1.000000, 0.000000, -30.000000, 0.000000, 0.000000
4706298, 0.000000, 0.000000, 0.000000, -70.000000, -90.000000, 1.000000, 0.000000, -30.000000, 0.000000, 0.000000
4916909, 0.000000, 0.000000, 0.000000, -72.000000, -90.000000, 1.000000, 0.000000, -27.000000, 0.000000, 6.000000
5119858, 0.000000, 0.000000, 0.000000, -76.000000, -90.000000, 1.000000, 0.000000, -21.000000, 0.000000, 6.000000
5321854, 0.000000, 0.000000, 0.000000, -77.000000, -90.000000, 1.000000, 0.000000, -19.500000, 0.000000, 0.000000
5522897, 0.000000, 0.000000, 0.000000, -79.000000, -90.000000, 1.050000, 0.000000, -16.500000, 0.000000, 6.000000
5724891, 0.000000, 0.000000, 0.000000, -81.000000, -90.000000, 1.000000, 0.000000, -13.500000, 0.000000, 0.000000
5925908, 0.000000, 0.000000, 0.000000, -84.000000, -90.000000, 3.300000, 0.000000, -9.000000, 0.000000, 6.000000
6128761, 0.000000, 0.000000, 0.000000, -86.000000, -90.000000, 1.000000, 0.000000, -6.000000, 0.000000, 0.000000
6331009, 0.000000, 0.000000, 0.000000, -89.000000, -90.000000, 5.550000, 0.000000, -1.500000, 0.000000, 6.000000
6541893, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
6743895, 0.000000, 0.000000, 0.000000, -94.000000, -90.000000, 13.470000, 0.000000, 6.000000, 1.470000, 6.000000
6944953, 0.000000, 0.000000, 0.000000, -94.000000, -90.000000, 10.830000, 0.000000, 6.000000, 4.830000, 0.000000
7145569, 0.000000, 0.000000, 0.000000, -99.000000, -90.000000, 29.538000, 0.000000, 13.500000, 10.038000, 6.000000
7357859, 0.000000, 0.000000, 0.000000, -95.000000, -90.000000, 12.090000, 0.000000, 7.500000, 16.590000, -12.000000
7558897, 0.000000, 0.000000, 0.000000, -87.000000, -90.000000, 3.996000, 0.000000, -4.500000, 17.346000, -12.000000
7761862, 0.000000, 0.000000, 0.000000, -81.000000, -90.000000, 2.088000, 0.000000, -13.500000, 12.138000, -6.000000
7963869, 0.000000, 0.000000, 0.000000, -81.000000, -90.000000, 0.528000, 0.000000, -13.500000, 4.578000, 0.000000
8164843, 0.000000, 0.000000, 0.000000, -81.000000, -90.000000, 1.000000, 0.000000, -13.500000, 0.000000, 0.000000
8366946, 0.000000, 0.000000, 0.000000, -86.000000, -90.000000, 4.200000, 0.000000, -6.000000, 0.000000, 6.000000
8577761, 0.000000, 0.000000, 0.000000, -87.000000, -90.000000, 1.000000, 0.000000, -4.500000, 0.000000, 0.000000
8779756, 0.000000, 0.000000, 0.000000, -87.000000, -90.000000, 1.000000, 0.000000, -4.500000, 0.000000, 0.000000
8980844, 0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 9.546000, 0.000000, 3.000000, 0.546000, 6.000000
9183896, 0.000000, 0.000000, 0.000000, -92.000000, -90.000000, 5.226000, 0.000000, 3.000000, 2.226000, 0.000000
9386829, 0.000000, 0.000000, 0.000000, -96.000000, -90.000000, 20.082001, 0.000000, 9.000000, 5.082000, 6.000000
9589856, 0.000000, 0.000000, 0.000000, -97.000000, -90.000000, 21.378000, 0.000000, 10.500000, 10.878000, 0.000000
9792805, 0.000000, 0.000000, 0.000000, -90.000000, -90.000000, 1.818000, 0.000000, 0.000000, 13.818000, -12.000000
9994563, 0.000000, 0.000000, 0.000000, -88.000000, -90.000000, 11.490000, 0.000000, -3.000000, 12.390000, 0.000000
10205832, 0.000000, 0.000000, 0.000000, -88.000000, -90.000000, 9.810000, 0.000000, -3.000000, 10.710000, 0.000000
10408867, 0.000000, 0.000000, 0.000000, -88.000000, -90.000000, 8.130000, 0.000000, -3.000000, 9.030000, 0.000000
10610860, 0.000000, 0.000000, 0.000000, -83.000000, -90.000000, 1.000000, 0.000000, -10.500000, 5.166000, -6.000000
10811799, 0.000000, 0.000000, 0.000000, -81.000000, -90.000000, 1.000000, 0.000000, -13.500000, 0.000000, 0.000000
11014835, 0.000000, 0.000000, 0.000000, -80.000000, -90.000000, 1.000000, 0.000000, -15.000000, 0.000000, -6.000000
11217775, 0.000000, 0.000000, 0.000000, -75.000000, -90.000000, 1.000000, 0.000000, -22.500000, 0.000000, -6.000000
11419540, 0.000000, 0.000000, 0.000000, -74.000000, -90.000000, 1.000000, 0.000000, -24.000000, 0.000000, 0.000000
11630796, 0.000000, 0.000000, 0.000000, -71.000000, -90.000000, -20.549999, 0.000000, -28.500000, 0.000000, -12.000000
11833851, 0.000000, 0.000000, 0.000000, -68.000000, -90.000000, 1.000000, 0.000000, -33.000000, 0.000000, 0.000000
12035830, 0.000000, 0.000000, 0.000000, -68.000000, -90.000000, 1.000000, 0.000000, -33.000000, 0.000000, 0.000000
12236832, 0.000000, 0.000000, 0.000000, -64.000000, -90.000000, -23.700001, 0.000000, -39.000000, 0.000000, -12.000000
12447910, 0.000000, 0.000000, 0.000000, -63.000000, -90.000000, 1.000000, 0.000000, -40.500000, 0.000000, 0.000000
12649916, 0.000000, 0.000000, 0.000000, -62.000000, -90.000000, -18.600000, 0.000000, -42.000000, 0.000000, -6.000000
12850901, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, -20.850000, 0.000000, -49.500000, 0.000000, -6.000000
13061899, 0.000000, 0.000000, 0.000000, -55.000000, -90.000000, -21.750000, 0.000000, -52.500000, 0.000000, -6.000000
13263864, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -21.299999, 0.000000, -51.000000, 0.000000, -6.000000
13464885, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -21.299999, 0.000000, -51.000000, 0.000000, -6.000000
13675857, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -21.299999, 0.000000, -51.000000, 0.000000, -6.000000
13877759, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -21.299999, 0.000000, -51.000000, 0.000000, -6.000000
14078540, 0.000000, 0.000000, 0.000000, -57.000000, -90.000000, 1.000000, 0.000000, -49.500000, 0.000000, 6.000000
14291908, 0.000000, 0.000000, 0.000000, -56.000000, -90.000000, -15.300000, 0.000000, -51.000000, 0.000000, 0.000000
